,Type,NATO designation,Pennant No.,Name (English),Name (Han 汉),Commissioned,Displacement[a],Fleet,Status,Displacement,Name (Han 中文),VLS Cells,Classification
1134,Oceanxer ROUVs,,S-200,Various,,?,,,Active,0.0095 t,Various,,
1135,Oceanxer ROUVs,,S-400,Various,,?,,,Active,0.0095 t,Various,,
1136,Oceanxer ROUVs,,E-100,Various,,?,,,Active,0.018 t,Various,,
1137,Oceanxer ROUVs,,E-200,Various,,?,,,Active,0.035 t,Various,,
1138,Ostar ROUVs,,Magnetism surveying ROUV,Various,,2019,,,Active,? t,Various,,
1139,Ostar ROUVs,,ROV1,Various,,2019,,,Active,? t,Various,,
1140,Ostar ROUVs,,ROV2,Various,,2019,,,Active,0.062 t,Various,,
1141,Ostar ROUVs,,ROV3,Various,,2019,,,Active,0.043 t,Various,,
1142,Ostar ROUVs,,ROV4,Various,,2019,,,Active,0.075 t,Various,,
1143,PWT ROUV,,Various,Various,,?,,,Active,0.013 t,Various,,
1144,RECON-IV,,Several (<10),Various,,?,,,Active,? t,Various,,
1145,Robosea UUVs,,Robo-ROV Shui-Xia-Liao-Wang-Zhe,Robo-ROV Underwater Lookout,,?,,,Active,0.03 t,Robo-ROV 水下瞭望者,,
1146,Robosea UUVs,,Robolab-ROV,Various,,?,,,Active,0.005 t,Various,,
1147,SBSS ROVs,,Bu-Lie-Zhe,Predator,,?,,,Active,0.065 t,捕猎者,,
1148,SBSS ROVs,,ST200 Hai-Shi I,ST200 Sea Lion I,,2009,,,Active,6.55 t,ST200 海狮 I,,
1149,SBSS ROVs,,Hai-Shi III,Sea Lion III,,?,,,Active,18.4 t,海狮 III,,
1150,Sea Dragon series,,JTR-41 Hai-Long,JTR-41 Sea Dragon,,2012,,,Active,3.45 t,JTR-41 海龙,,
1151,Sea Dragon series,,Hai-Long II,Sea Dragon II,,?,,,Active,? t,海龙 II,,
1152,Sea Dragon series,,Hai-Long III,Sea Dragon III,,?,,,Active,? t,海龙 III,,
1153,Sea Dragon series,,Hai-Long 4E,Sea Dragon 4E,,?,,,Active,? t,海龙 4E,,
1154,Sea Dragon series,,Hai-Long 11000,Sea Dragon 11000,,?,,,Active,? t,海龙 11000,,
1155,Seahorse ROUV,,Hai-Ma,Sea Horse,,2014,,,Active,5 t,海马,,
1156,Sea Person (Hai-Ren) series,,HR-01,Sea Person 1,,1986,,,Active,2.2 t,海人 1,,
1157,Sea Person (Hai-Ren) series,,HR-1-100,Sea Person 1-100,,1997,,,Active,0.032 t,海人 1-100,,
1158,Sea Person (Hai-Ren) series,,HR-02,Sea Person 2,,Mid 1990s,,,Active,? t,海人 2,,
1159,Sea Person (Hai-Ren) series,,HR-03,Sea Person 3,,Mid 1990s,,,Active,? t,海人 3,,
1160,Sea Pole,,Hai-Ji,Sea Pole,,2003,,,Active,? t,海极,,
1161,Sea Star 6000,,Hai-Xing 6000,Sea Star 6000,,Late 2010s,,,Active,3.5 t,海星 6000,,
1162,Sea Submergence series,,Hai-Qian 1,Sea Submergence 1,,Early 1990s,,,Active,? t,海潜一号,,
1163,Sea Submergence series,,Hai-Qian 2,Sea Submergence 2,,Late 1990s,,,Active,? t,海潜二号,,
1164,SJT series,,SJT-5,Various,,1985,,,Active,0.012 t,Various,,
1165,SJT series,,SJT-10,Various,,1985-June 1987,,,Active,? t,Various,,
1166,SJT series,,SJT-40,Various,,June 1987,,,Active,? t,Various,,
1167,SJT series,,Heavy engineering ROV,Various,,?,,,Active,4.5 t,Various,,
1168,SJT series,,Medium engineering ROV,Various,,?,,,Active,1.762 t,Various,,
1169,ST-6000,,ST-6000,Various,,June 1995,,,Active,? t,Various,,
1170,THLMT UUVs,,Cleaning ROUV,Various,,?,,,Active,0.068 t,Various,,
1171,THLMT UUVs,,Guan-Hai,Oberserving the Sea,,?,,,Active,0.018 t,观海,,
1172,THLMT UUVs,,Hai-Die,Sea Butterfly,,?,,,Active,0.007 t,海蝶,,
1173,Thor Robotics ROVs,,Long-Yu 200H,Dragonfish 200H,,?,,,Active,0.0135 t,龙鱼 200H,,
1174,Thor Robotics ROVs,,Guo-Wang-Xie 100X,King Crab 100X,,?,,,Active,0.0055 t,国王蟹 100X,,
1175,Thor Robotics ROVs,,Hai-Gou-Liu-Lang-Zhe 110,Trench Wanderer 110,,?,,,Active,0.0028 t,海沟流浪者 110,,
1176,Thor Robotics ROVs,,Remotely controlled lifebuoy,Various,,?,,,Active,0.0189 t,Not named,,
1177,VVLAI ROUVs,,Tan-Jie-Zhe Y150,Explorers Y150,,?,,,Active,4 t,探界者 Y150,,
1178,VVLAI ROUVs,,Salvage ROUV,Various,,?,,,Active,0.048 t,Various,,
1179,VVLAI ROUVs,,Underwater engineering ROUV,Various,,?,,,Active,? t,Various,,
1180,VVLAI ROUVs,,Underwater maintenance robot,Various,,?,,,Active,? t,Various,,
1181,VVLAI ROUVs,,Underwater rescue ROUV,Various,,?,,,Active,0.048 t,Various,,
1182,VVLAI ROUVs,,UUV Carrier,Various,,?,,,Active,0.108 t,Various,,
1183,VVLAI ROUVs,,VVL-D130-4T,Various,,?,,,Active,0.017 t,Various,,
1184,VVLAI ROUVs,,VVL-D170-4T,Various,,?,,,Active,? t,Various,,
1185,VVLAI ROUVs,,VVL-KS-A,Various,,?,,,Active,? t,Various,,
1186,VVLAI ROUVs,,VVL-KS-B,Various,,?,,,Active,0.0115 t,Various,,
1187,VVLAI ROUVs,,VVL-KS-JQ-D,Various,,?,,,Active,? t,Various,,
1188,VVLAI ROUVs,,VVL-S170-3T Hai-Tun,VVL-S170-3T Dolphin,,?,,,Active,0.014 t,VVL-S170-3T Dolphin 海豚,,
1189,VVLAI ROUVs,,VVL-S200-4T Hai-Tun 2,VVL-S200-4T Dolphin 2,,?,,,Active,0.02 t,VVL-S200-4T海豚 2,,
1190,VVLAI ROUVs,,VVL-S280-4T Hu-Jing A,VVL-S280-4T Orca-A,,?,,,Active,0.06 t,VVL-S280-4T虎鲸-A,,
1191,VVLAI ROUVs,,VVL-SHTB-2500A,Various,,?,,,Active,? t,Various,,
1192,VVLAI ROUVs,,VVL-SS-A,Various,,?,,,Active,? t,Various,,
1193,VVLAI ROUVs,,VVL-V400-4T,Various,,?,,,Active,0.023 t,Various,,
1194,VVLAI ROUVs,,VVL-V600-7T,Various,,?,,,Active,0.04 t,Various,,
1195,VVLAI ROUVs,,VVL-V1000-6T,Various,,?,,,Active,0.1 t,Various,,
1196,VVLAI ROUVs,,VVL-VT1100-6T,Various,,?,,,Active,0.1 t,Various,,
1197,VxFly UUVs,,CCROV-1,Various,,2016,,,Active,0.0045 t,Various,,
1198,VxFly UUVs,,CCROV-2,Various,,2019,,,Active,0.008 t,Various,,
1199,Walrus 1500,,Hai-Xiang 1500,Walrus 1500,,?,,,Active,? t,海象 1500,,
1200,CSSC UUVs,,Hai-Xiang 1,Sea Soar 1,,2016,,,Active,? t,海翔 1,,
1201,CSSC UUVs,,Hai-Xiang H,Sea Soar H,,2020,,,Active,? t,海翔 H,,
1202,CSSC UUVs,,Hai-Xiang 500X,Sea Soar 500X,,2021,,,Active,? t,海翔 500X,,
1203,Deepinfar AUVs,,Hai-Yi 300,Sea Wing 300,,Early 2010s,,,Active,0.06 t,海翼 300,,
1204,Deepinfar AUVs,,Hai-Yi 1000-I,Sea Wing 1000-I,,After early 2010s,,,Active,0.065 t,海翼 1000-I,,
1205,Deepinfar AUVs,,Hai-Yi 1000-II,Sea Wing 1000-II,,After early 2010s,,,Active,0.7 t,海翼 1000-II,,
1206,Deepinfar AUVs,,Hai-Yi 7000,Sea Wing 7000,,After early 2010s,,,Active,? t,海翼 7000,,
1207,Ostar underwater glider,,Flying Wing,Not named,,2019,,,Active,0.047 t,Not named,,
1208,Petrel UUVs,,Hai-Tun,Dolphin,,After 2014,,,Active,? t,海豚,,
1209,Petrel UUVs,,Hai-Yan,Petrel,,2005,,,Active,0.07 t,海燕,,
1210,Petrel UUVs,,Hai-Yan-II,Petrel-II,,2009,,,Active,0.1 t,海燕-II,,
1211,Petrel UUVs,,Hai-Yan-200,Petrel-200,,Early 2010s,,,Active,? t,海燕-200,,
1212,Petrel UUVs,,Hai-Yan-1500,Petrel -1500,,Mid-2010s,,,Active,? t,海燕-1500,,
1213,Petrel UUVs,,Hai-Yan-4000,Petrel-4000,,Mid-2010s,,,Active,? t,海燕-4000,,
1214,Petrel UUVs,,Hai-Yan-10000,Petrel-10000,,Late 2010s,,,Active,? t,海燕-1000,,
1215,Petrel UUVs,,Hai-Yan-L,Petrel-L,,Late 2010s,,,Active,0.078 t,海燕-L,,
1216,Petrel UUVs,,Hai-Yan-X,Petrel-X,,Late 2010s,,,Active,? t,海燕-X,,
1217,THLMT coastal underwater gliders,,Coastal Underwater Glider,Various,,?,,,Active,? t,Various,,
1218,CSSC wave gliders,,Hai-Yao,Sea Ray,,2017,,,Active,? t,海鳐,,
1219,CSSC wave gliders,,Hai-Shao-Bing,Sea Sentry,,2017,,,Active,? t,海哨兵,,
1220,Hydrovo series,,Te-Xing Bo-Lang Hua-Xiang-Qi,Super Wave Glider,,?,,,Active,0.1 t,特型波浪滑翔器,,
1221,Hydrovo series,,Jü-Xing Bo-Lang Hua-Xiang-Qi,Huge Wave Glider,,?,,,Active,0.09 t,巨型波浪滑翔器,,
1222,Hydrovo series,,Da-Xing Bo-Lang Hua-Xiang-Qi,Large Wave Glider,,?,,,Active,0.08 t,大型波浪滑翔器,,
1223,Hydrovo series,,Zhong-Xing Bo-Lang Hua-Xiang-Qi,Medium Wave Glider,,?,,,Active,0.06 t,中型波浪滑翔器,,
1224,Hydrovo series,,Xiao-Xing Bo-Lang Hua-Xiang-Qi,Miniature Glider,,?,,,Active,0.04 t,小型波浪滑翔器,,
1225,Hydrovo series,,Wei-Xing Bo-Lang Hua-Xiang-Qi,Micro Wave Glider,,?,,,Active,0.03 t,微型波浪滑翔器,,
1226,Ostar wave glider,,Ostar wave gliders,Various,,2019,,,Active,? t,Various,,
1227,THLMT Black Pearl,,Hei-Zhen-Zhu,Black Pearl,,?,,,Active,? t,黑珍珠,,
1228,Type 909 weapon trials ship,Wuhu-B class,891,Bi Sheng,,December 1997,,All fleets,Active,4630 t,毕昇,,
1229,Type 909A weapon trials ship,Dahua class,892,Hua Luogeng,,2012,,All fleets,Active,5000 t,华罗庚,,
1230,Type 910 weapon trials ship,Dahua-II class,893,Zhan Tianyou,,2012,,All fleets,Active,6080 t,詹天佑,,
1231,Type 910 weapon trials ship,Dahua-II class,894,Li Siguang,,2014,,All fleets,Active,6080 t,李四光,,
1232,Type 910 weapon trials ship,Dahua-II class,895,Wu Yunduo,,2018,,All fleets,Active,6080 t,吴运铎,,
1233,Type 910 weapon trials ship,Dahua-II class,896,Huang Weilu,,After 2018,,All fleets,Active,6080 t,黄纬禄,,
